crop_group,crop_en,crop_bn,page,sowing_windows,sow_start,sow_end,seed_rate_kg_ha_min,seed_rate_kg_ha_max,row_spacing_cm,plant_spacing_cm,urea_kg_ha,tsp_kg_ha,mop_kg_ha,gypsum_kg_ha,zinc_sulphate_kg_ha,boron_kg_ha,cowdung_t_ha,irrigations_min,irrigations_max,harvest_days_min,harvest_days_max,harvest_windows,yield_t_ha_min,yield_t_ha_max,n_fields,sowing_time_bn,seed_rate_bn,fertilizer_method_bn,irrigation_bn,harvest_bn,note,source
spice,ginger,আদা,413,1 Apr-7 Apr; 1 May-30 May,04-01,04-07,,,,,228.0,267.0,233.0,111.0,3.0,3.0,5.0,,,,,1 Dec-30 Jan,37.99,37.99,32,এপ্রিল মাসের প্রথম-দ্বিতীয় সপ্তাহে রোপণকৃত বারি আদা-আদা-2 ও আদা- 3 থেকে ফলন সবচেয়ে বেশি পাওয়া যায়। আদা মে মাস পর্যন্ত রোপণ করা যায়। গাছের দৈহিক বৃদ্ধির 3-4 মাস পর রাইজম উৎপন্ন হয়। তাই দেরিতে রোপণকৃত আদা গাছের বৃদ্ধি যথাযথ না হওয়ার কারণে ফলন কম হয়।,,,,রাইজোম রোপণের 9-10 মাস পর পরিপক্ক ফসলের পাতা এবং গাছ হলুদ রঙের হয়ে শুকিয়ে যায়। ডিসেম্বর - জানুয়ারি মাসে কোদাল দিয়ে মাটি আলগা করে আদা উত্তোলন করা হয়। ফসল সংগ্রহের পর শিকড় ও মাটি পরিষ্কার করে আদা গুদামজাত করা হয়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,turmeric,হলুদ,418,15 Apr-7 May,04-15,05-07,2500.0,3000.0,,,325.0,300.0,280.0,140.0,14.0,8.0,5.0,4.0,5.0,,,8 Feb-22 Feb,,,27,খরিফ-1 মৌসুমে ‘বারি হলুদ-4’ ও ‘বারি হলুদ-5’ রোপণ করা হয়। সাধারণত মধ্য এপ্রিল থেকে মে মাসের 1ম সপ্তাহ (বৈশাখের 1ম থেকে 3য় সপ্তাহ) হলুদ লাগানোর উপযুক্ত সময়। উভয় জাতই রোপণ করার 9-10 মাস পর উত্তোলন করা যায়।,বারি হলুদ-4 এর ক্ষেত্রে হেক্টরপ্রতি 2.5-3.0 টন কন্দের (রাইজোম) প্রয়োজন হয়। প্রায় 40-45 গ্রাম ওজন বিশিষ্ট কন্দ (রাইজোম) থেকে ভাল ফলন পাওয়া যায়। অপর দিকে বারি হলুদ-5 এর ক্ষেত্রে হেক্টরপ্রতি 1.5-2.0 টন কন্দ (রাইজোম) প্রয়োজন এবং কন্দের (রাইজোম) ওজন প্রায় 25-35 গ্রাম হওয়া বাঞ্চনীয়।,,হলুদ ফসল সাধারণত বৃষ্টি নির্ভর। তবে মাটি শুষ্ক হলে বীজ রোপণের পরপরই হালকা সেচ দিতে হবে। তাছাড়া মাটির ধরন ও আবহাওয়ার উপর ভিত্তি করে 4-5টি সেচের দরকার হতে পারে। হলুদের জমিতে পানি জমে থাকলে সহজেই রোগের প্রাদুর্ভাব হয়। বৃষ্টি পানি যেন কোনভাবেই জমিতে না জমে সে দিকে বিশেষ দৃষ্টি রাখতে হবে। নালা করে জমে থাকা পানি নিষ্কাশনের ব্যবস্থা করতে হবে।,"বারি হলুদ-4 ও 5 রোপণের 9-10 মাস পর গাছের উপরের অংশ হলুদ রং ধারণ করে সম্পূর্ণ শুকিয়ে গেলে ফসল সংগ্রহ করা হয়। গবেষণায় দেখা গেছে, বীজ হলুদ সংগ্রহের জন্য সাধারণত ফেব্রুয়ারি মাসের মধ্য থেকে শেষ সপ্তাহ উপযুক্ত সময়। এছাড়াও প্রায় এক মাস আগে অবীজ বা খাওয়ার জন্য (Fresh consumption) রাইজোম উত্তোলন করা যেতে পারে। কোদাল দিয়ে কুপিয়ে মাটি আলগা করে নিতে হয়। এরপর রাইজোম সংগ্রহ করে শিকড় কেটে মাটি পরিষ্কার করা হয়। হলুদ উত্তোলনের সময় লক্ষ্য রাখতে হবে যেন রাইজোম ক্ষতিগ্রস্ত না হয়।",,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,coriander,ধনিয়া,422,15 Oct-15 Nov; 1 May-30 Aug,10-15,11-15,8.0,10.0,30.0,40.0,180.0,15.0,120.0,110.0,10.0,8.0,5.0,4.0,5.0,,,,,,16,"কার্তিক থেকে অগ্রহায়ণ (মধ্য অক্টোবর-মধ্য নভেম্বর) মাস বীজ ফসলের জন্য উত্তম। তবে সবুজ পাতা ধনিয়ার জন্য (মে থেকে আগস্ট মাস ব্যতিত) যে কোন সময় বপন করা যায় এবং ভাল দাম পাওয়া যায়। সাথী ফসল হিসাবে শাক-সবজি, আখ, আলু, ডাল ফসলের জমিতে ধনিয়া চাষ করা যায়। অতিরিক্ত সূর্যালোকে বীজ বপন করলে অঙ্কুরোদগমে ব্যাঘাত সৃষ্টি করে। ধনিয়া বীজের জন্য বিলম্বে বীজ বপনে এর স্বাভাবিক বৃদ্ধি ব্যাহত হয় এবং বিভিন্ন রোগবালাই এর আক্রমণ বেড়ে যায়।",সারিতে হেক্টর প্রতি 8-10 কেজি এবং ছিটিয়ে বোনার ক্ষেত্রে হেক্টরপ্রতি 10-12 কেজি বীজের প্রয়োজন হয়। ধনিয়া পাতার জন্য হেক্টরপ্রতি 35-40 কেজি বীজের প্রয়োজন হয়।,,"ধনিয়া ফসলে 4-5 টি হালকা সেচ প্রয়োগ করতে হবে। গজানোর সময় হালকা সেচ, ফুল আসার আগে ও দানা গঠনের সময় সেচ দেওয়া খুবই প্রয়োজন। এতে বীজ পুষ্ট ও ফলন বেশি হয়।",বপনের 45-50 দিন পর গাছে ফুল আসে এবং 135-140 দিন পর ধনিয়া পাকে। পাকলে গাছ হলদে হয়ে পাতা শুকিয়ে যায়। সাধারণত খুব ভোরে অর্থাৎ সূর্যের আলোর প্রখরতা বৃদ্ধির পূর্বে গাছ উঠাতে হবে। ধনিয়ার বীজ হালকা সবুজ অবস্থায় থাকতেই গাছ তুলতে হবে। নতুবা বীজের মান ভাল হয় না। বীজ রোদে শুকিয়ে মাড়াই-ঝাড়াই করে পৃথক করা হয়। বীজে আর্দ্রতার পরিমাণ 10% রেখে শুকিয়ে ভালোভাবে সংরক্ষণ করতে হবে।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,fenugreek,মেথী,425,15 Aug-15 Nov,08-15,11-15,15.0,20.0,30.0,5.0,175.0,175.0,135.0,110.0,10.0,8.0,5.0,,,110.0,135.0,15 Mar-15 Apr,,,10,কার্তিক (মধ্য আগস্ট-মধ্য নভেম্বর)।,হেক্টরপ্রতি 15-20 কেজি (ছিটিয়ে বোনার ক্ষেত্রে) ও 10-15 কেজি (সারিতে বপনের ক্ষেত্রে)।,,,বীজ বপনের পর থেকে 110-135 দিনের মধ্যেই ফসল সংগ্রহ করা যায়। সাধারণত চৈত্র মাসে (মধ্য মার্চ-মধ্য এপ্রিল) যখন শুঁটিসমূহ (পড) হলদে বাদামী ও কালচে বর্ণ ধারণ করে তখন গাছ কাটা হয়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,black cumin (nigella),কালোজিরা,426,15 Oct-15 Nov; 1 Nov-7 Nov,10-15,11-15,10.0,10.0,,,140.0,150.0,120.0,85.0,10.0,8.0,5.0,2.0,3.0,135.0,145.0,,,,13,মধ্য অক্টোবর-মধ্য নভেম্বর মাসে বীজ বপন করা হয়। তবে নভেম্বর মাসের প্রথম-দ্বিতীয় সপ্তাহ বীজ বপনের উত্তম সময়।,বীজ ছিটিয়ে বপন করলে হেক্টরপ্রতি 10 কেজি বীজের প্রয়োজন হয়। সারি করে বীজ বপন করলে হেক্টরপ্রতি 08 কেজি বীজের প্রয়োজন হয়।,,মাটিতে রস না থাকলে বীজ বপনের পর হালকা সেচ দেয়া ভাল। মাটির ধরন ও বৃষ্টির উপর নির্ভর করে জমিতে মোট 2-3টি সেচ দেয়া যেতে পারে।,বীজ বপনের 135-145 দিনের মধ্যে গাছ হলুদ বর্ণ ধারণ করে এবং এ সময় কালোজিরা সংগ্রহ করতে হয়। এ সময় গাছ উত্তোলনের পর শুকানোর জন্য রোদে ছড়িয়ে দিতে হয়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,cumin,জিরা,428,1 Nov-7 Nov,11-01,11-07,,,30.0,8.0,,,,,,,,,,,,,0.55,0.6,8,নভেম্বর 1ম সপ্তাহ হতে 3য় সপ্তাহ পর্যন্ত।,,,,,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,fennel,মৌরি,430,15 Oct-15 Nov,10-15,11-15,7.0,9.0,40.0,,180.0,175.0,14.0,110.0,10.0,8.0,5.0,4.0,5.0,140.0,150.0,,,,13,"কার্তিক (মধ্য অক্টোবর-মধ্য নভেম্বর) মাস বীজ ফসলের জন্য উত্তম। মরিচ, শাক-সবজি, আখ, আলু, ডাল, মসলা জাতীয় অন্য ফসলের জমিতে সাথী ফসল হিসাবে মৌরির চাষ করা যায়। অতিরিক্ত সূর্যালোকে বীজ বপন করলে অঙ্কুরোদ্গমে ব্যাঘাত সৃষ্টি করে। মৌরি বীজের জন্য বিলম্বে বীজ বপনে এর স্বাভাবিক বৃদ্ধি ব্যাহত হয় এবং বিভিন্ন রোগবালাই এর আক্রমণ বেড়ে যায় ও বীজের মান খারাপ হয়ে ফলন কমে যায়।",সারিতে হেক্টরপ্রতি 7-9 কেজি এবং ছিটিয়ে বোনার ক্ষেত্রে হেক্টরপ্রতি 9-12 কেজি বীজের প্রয়োজন হয়।,,"মৌরির ফসলে 4-5 টি সেচ প্রয়োগ করতে হবে। গজানোর সময় হালকা সেচ, এ ছাড়া গাছের 4-5 পাতা অবস্থায়, শাখা বের হওয়া, ফুল আসার ও দানা গঠনের সময় মাঝারী সেচ দিতে হবে। এতে বীজ পুষ্ট ও ফলন বেশি হয়। সেচের অতিরিক্ত পানি বের করে দিতে হবে।",বপনের 140-150 দিন পর মৌরি পাকে। পাকলে বীজগুলো হালকা হলদে হয়ে পাতা শুকিয়ে যায়। সাধারণত খুব ভোরে অর্থাৎ সূর্যের আলোর প্রখরতা বৃদ্ধির পূর্বে শাখা কেটে নিতে হবে। মৌরির বীজ হালকা সবুজ অবস্থায় থাকতেই গাছ থেকে বীজসহ তুলতে হবে। এভাবে 2-3 ধাপে বীজ সংগ্রহ করতে হবে নতুবা বীজের মান ভাল হয় না বীজ কালো হয়ে নষ্ট হযে যায়। মৌরি বীজ সাধারণত রৌদ্রাঁজ্জ্বল দিনে সংগ্রহ করতে হবে। বীজ সংগ্রহের পর এক জায়গায় গাদা করে রাখা যাবে না কারণ গাদা করে রাখলে বীজ কালচে হয়ে যায়। বীজ রোদে শুকিয়ে মাড়াই - ঝাড়াই করে পৃথক,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,firingi (spice),ফিরিঙ্গি,432,,,,3.0,4.0,,,125.0,125.0,90.0,80.0,,80.0,5.0,,,90.0,100.0,,0.4,0.5,12,ভালভাবে তৈরীকৃত জমিতে সারি থেকে দূরত্ব 25 সেন্টিমিটার বজায় রেখে বীজ 1-1.5 সেন্টিমিটার গভীরতায় সারিতে করা হয়। বীজ 4-6 ঘন্টা ভিজিয়ে রেখে বপন করতে হবে। বীজ বপনের পরপরই প্রয়োজনীয় সেচ প্রদান করতে হব।,সারিতে বপনের প্রতি হেক্টর জমিতে 3-4 কেজি বীজ প্রয়োজন হয়।,,,বীজ বপনের পর থেকে 90-100 দিনের মধ্যেই ফসল সংগ্রহ করা যায়। সাধারণত যখন পড সমূহ হলদে বাদামী বর্ণ ধারণ করে তখন গাছ কাটা হয়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,dill (shaluk),শলুক,433,1 Nov-30 Nov,11-01,11-30,8.0,10.0,,,170.0,17.0,120.0,85.0,,,,3.0,4.0,,,,,,12,"আশ্বিন থেকে কার্ত্তিক (অক্টবর-নভেম্বর) মাস বীজ ফসলের জন্য উত্তম। সাথী ফসল হিসাবে মরিচ, শাক-সব্জি, আখ, আলু, ডাল, মসলা জাতীয় অন্য ফসলের জমিতে শল্ুেকর চাষ করা যায়। অতিরিক্ত সূর্যালোকে বীজ বপন করলে অঙ্কুরোদগমে ব্যাঘাত সৃষ্টি করে। শলুক বীজের জন্য বিলম্বে বীজ বপনে এর স্বাভাবিক বৃদ্ধি ব্যহত হয় এবং বিভিন্ন রোগবালাই এর আক্রমন বেড়ে যায় ও বীজের মান খারাপ হয়ে ফলন কমে যায়।",সারিতে হেক্টর প্রতি 8-10 কেজি এবং ছিটিয়ে বোনার ক্ষেত্রে হেক্টর প্রতি 12-15 কেজি বীজের প্রয়োজন হয়।,,"শলুক ফসলে 3-4 টি সেচ প্রয়োগ করতে হবে। গজানোর সময় হালকা সেচ, ফুল আসার আগে ও দানা গঠনের সময় সেচ দেওয়া খুবই প্রয়োজন। এতে বীজ পুষ্ট ও ফলন বেশী হয়।",,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,black pepper,গোল মরিচ,435,1 May-30 Aug,05-01,08-30,,,30.0,30.0,,,,,,,,,,,,,,,11,"কেবল অযৌন পদ্ধতিতে গোলমরিচের বংশ বিস্তার হয়। ধাবক মুকুল (রানার) যা প্রধান গাছের গোড়া থেকে গজায় এমন লতা থেকে চারা (কাটিং) সংগ্রহ করাই উত্তম। কমপক্ষে 3-4টি গিঁটসহ 30-45 সেমি লম্বা শাখা কাটিং হিসেবে নিতে হবে। কাটিংগুলো সরাসরি সহায়ক গাছের গোড়ায় লাগানো যেতে পারে এতে উৎপাদন খরচ অনেক কম হয়। বীজতলায় কাটিং লাগালে 20-30 দিনের মধ্যে নতুন কুঁড়ি বের হতে শুরু করে। এক বছর বয়সের কাটিং বাগানে লাগানো উত্তম। মে-আগস্ট মাসে প্রত্যেক সহায়ক বৃক্ষের পাশে তৈরি গর্তে 2-3টি কাটিং লাগাতে হবে এরপর পানি দিতে হবে। কাটিংগুলি সহায়ক বৃক্ষের উত্তর পার্শ্বে লাগানো হলে সূর্যের তাপ কম লাগবে। সূর্য তাপ হতে প্রাথমিকভাবে রক্ষার জন্য পাতাওয়ালা গাছের ডাল বা অন্য কোনভাবে ছায়ার ব্যবস্থা করতে হবে। আম, কাঁঠাল, সুপারী, জিগা,",,,রোপণের সময় মাটি শুকনো থাকলে সেচ দিতে হবে। খরা মৌসুমে এমনভাবে সেচ দিতে হবে যাতে মাটিতে সব সময়ে রস থাকে। সবচেয়ে ভাল হয় যদি একটি ছিদ্রযুক্ত কলসি অথবা ছিদ্রযুক্ত পলিথিন ব্যাগ পানি ভর্তি করে সহায়ক গাছের সাথে ঝুলিয়ে দেয়া হয়। ছিদ্র দিয়ে সারাক্ষণ ফোঁটা ফোঁটা পানি পড়তে থাকলে গাছের বৃদ্ধি এবং ফলের জন্য সবচেয়ে উপকারী। অতি বৃষ্টির সময় যাতে গাছের গোড়ায় পানি না জমে সেজন্য নালা কেটে পানি নিষ্কাশনের ব্যবস্থা করতে হবে।,,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,chui jhal (Piper chaba),চুইঝাল,437,1 Apr-30 Jun,04-01,06-30,,,50.0,50.0,,,,,,,,,,,,,,,7,এপ্রিল-জুন মাস চুইঝালের লতা বা চারা রোপণের উপযুক্ত সময়। খোলা স্থানে যেমন পুকুরপাড় অথবা বাড়ির পাশের উচু জমিতে 1.5 মিটার পর পর লাগানো যেতে পারে। উক্ত দূরত্বে শতক প্রতি 18-20 টি চারার প্রয়োজন,,,,বারি চুইঝাল-1 লাগানোর বা রোপণের 1.5-2 বছরের মধ্যে ফসল সংগ্রহের উপযোগী হয়। তবে ভালো ফলনের জন্য 4-5 বছর বয়সের গাছই উত্তম। 3 বছরের একটি গাছ হতে 9-11 কেজি চুইঝালের ভক্ষণযোগ্য কাণ্ড পাওয়া যায়। গাছের বয়স বৃদ্ধির সাথে সাথে চুইঝালের ফলনও বৃদ্ধি পেতে থাকে।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,betel leaf,পান,439,16 Sep-15 Nov; 14 Feb-15 Mar; 1 Mar-30 Mar; 1 Mar-30 Mar; 30 May-31 Jul; 30 May-30 Jun; 15 Jun-14 Aug; 30 Jan-30 Mar; 30 May-31 Aug; 31 Jul-31 Aug,09-16,11-15,,,,,217.0,220.0,84.0,50.0,15.0,,12.5,,,,,,,,45,"বছরের যে কোন সময় লতা লাগানো যায়। তবে পরীক্ষা করে দেখা গেছে, আশ্বিন-কার্তিক ও ফাল্গুন মাসে লতা লাগানো হলে ভাল ফল পাওয়া যায়। খরিফ মৌসুমে মধ্য ফাল্গুন হতে মধ্য চৈত্র মাসে পানের চারা রোপণ করা হয়। আবহাওয়ার তারতম্য ও অঞ্চল ভেদে চারা রোপণের উপযুক্ত সময়ের তারতম্য হয়। কুষ্টিয়া, চুয়াডাঙ্গা ও নড়াইলে মধ্য ফাল্গুন হতে মধ্য চৈত্র মাসে, যশোরে মধ্য জ্যৈষ্ঠ হতে মধ্য শ্রাবণ মাসে, বরিশালে ও বাগেরহাটে মধ্য জ্যৈষ্ঠ হতে মধ্য আষাঢ় মাসে, পটুয়াখালী আষাঢ় হতে শ্রাবণ মাসে, রাজশাহীতে মধ্য মাঘ হতে মধ্য চৈত্র মাসে, চট্টগ্রামে মধ্য জ্যৈষ্ঠ হতে মধ্য ভাদ্র মাসে, কক্সবাজারে মধ্য শ্রাবণ হতে মধ্য ভাদ্র মাসে পানের কাটিং রোপণ করা হয়।",,"খৈল 4 টন জুন - নভেম্বর, 15 দিন পরপর 12 কিস্তিতে, প্রতি কিস্তিতে 33 কেজি করে। ইউরিয়া 180 কেজি জুন - নভেম্বর, 30 দিন পরপর 12 কিস্তিতে, প্রতি কিস্তিতে 30 কেজি করে। টিএসপি 150 কেজি মে মাসে 1 কিস্তিতে এমওপি 75 কেজি মে মাসে 1 কিস্তিতে জিপসাম 50 কেজি মে মাসে 1 কিস্তিতে জিংক সালফেট 15 কেজি মে মাসে 1 কিস্তিতে",সফলভাবে পান চাষের জন্য সঠিক মাত্রায় সেচ প্রয়োগ করা প্রয়োজন। পান বরজের মাটিতে সবসময় আর্দরতা বজায় রাখতে হবে। শুষ্ক মৌসুমে 6-7 দিন পর পর সেচ দিতে হবে। কিন্তু বর্ষাকালে পানি নিষ্কাশনের পর্যাপ্ত ব্যবস্থা থাকতে হবে।,সময়মতো যত্ন ও পরিচর্যা করলে চারা লাগানোর 6 মাস পর হতে পান তোলা যেতে পারে। প্রতিটি গাছ হতে মাসে 3-4 বার পান তোলা যায়। পানের লতা লাগানোর 6-8 মাসের মধ্যে পাতা সংগ্রহ করার উপযুক্ত হয়। গাছ লাগানোর 6-8 মাস পর পান পাতা সংগ্রহ করা যায় এবং তার পর প্রতি 15-25 দিন অন্তর অন্তর পাতা সংগ্রহ করা যায়। পান গাছ লম্বায় 1.2 থেকে 1.8 মিটার হলে পাতা সংগ্রহ করা যায়। কাণ্ডের নিচের অংশ থেকে পাতা সংগ্রহ হয়। প্রাথমিক পর্যায়ে পরিণত পাতা প্রধান কাণ্ডের নিচের অংশ থেকে 2-3 বার সংগ্রহ করা হয়। পরবর্তীতে পান পাতা প্রধা,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,cinnamon,দারুচিনি,444,1 May-30 Oct,05-01,10-30,,,30.0,30.0,,,,,,,,1.0,1.0,,,,,,9,সমতল ভূমিতে দারুচিনি চারা সাধারণত বর্গাকার বা ষড়ভুজী প্রণালীতে লাগানো যেতে পারে। কিন্তু উঁচু নিচু পাহাড়ে কণ্টুর রোপণ প্রণালী অনুসরণ করতে হবে। মে থেকে অক্টোবর মাস পর্যন্ত চারা রোপণ করা যায়।,,,"গাছের গোড়া নিয়মিত পরিষ্কার করতে হবে। পাহাড়ের ঢালে, বাড়ির আঙ্গিনা, রাস্তার ধার বা পুকুর পাড়ে লাগানো গাছের গোড়ায় আগাছা কেটে পরিষ্কার রাখতে হবে। চারা রোপণের প্রথমদিকে প্রয়োজনমতো সেচ দেয়া দরকার। গাছ বড় হয়ে গেলে আর সেচের তেমন প্রয়োজন পড়ে না।",দারুচিনি গাছ 2 ইঞ্চি (5 সেমি) পরিমাণ মোটা (ব্যাস) বা দুই বছর বয়স হলে তা গোড়া থেকে 6 ইঞ্চি বা 15 সেমি উপরে কেটে বাঁকানো ছুড়ি দিয়ে ছাল আলাদা করে নিয়ে হালকা রৌদ্রে বা ওভেনে 50° সে. তাপে ভালভাবে শুকিয়ে সংগ্রহ করতে হয়। দারুচিনির প্রথম অবস্থায় প্রতিবার কর্তনে হেক্টরপ্রতি 150 কেজি থেকে 200 কেজি এবং পরবর্তীতে 300-350 কেজি পর্যন্ত দারুচিনি ছাল (Quill) পাওয়া যেতে পারে।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,Indian bay leaf,তেজপাতা,446,1 Apr-30 May; 15 May-14 Jul,04-01,05-30,,,80.0,80.0,,,,,,,,4.0,5.0,,,,,,17,"দু’ভাবে বংশ বিস্তার করা যায়। বীজ থেকে এবং কলম থেকে চারা তৈরি করে। কলমের চারা উত্তম কারণ এতে বংশগত গুণাগুণ অক্ষুন্ন থাকে। তেজপাতা বীজ থেকে চারা তৈরী করা অপেক্ষাকৃত কঠিন। বীজের ডরমেনসি খুবই কম হওয়ায় বীজ সংগ্রহের 1-2 দিনের মধ্যে বীজ চারা তৈরী করার জন্য ব্যবহার করতে হবে। বীজ পেকে যখন কালো বর্ণ ধারণ করবে, তখন বুঝতে হবে বীজ সংগ্রহের সঠিক সময়। এই সময়ে বীজ সংগ্রহ করে পূর্বের প্রস্তুতকৃত মাটি ভর্তি প্রতিটি পলিব্যাগে 2-3 বীজ দিতে হবে। বীজ বপনের পর পলিব্যাগে সেভিং পাউডার ব্যবহার করতে হবে। এতে করে পিঁপড়া বীজের ক্ষতি করতে পারবে না। উপযুক্ত পরিবেশে বীজ থেকে চারা হতে 12-14 দিন সময় লাগে। এর পর হতে নিময়তিভাবে ঝরনা দ্বারা পানি দিতে হবে, যা মাটিতে সমসময় আর্দ্রতা বজায় থাকে। সাধারণত পার্শ্বীয় জোড় কলম",,,শুষ্ক মৌসুমে বিশেষতঃ চারা গাছে এবং বয়স্ক গাছে পাতার বাড়ন্ত অবস্থায় সেচ দিলে ফলন ও পাতার গুণগতমান বৃদ্ধি পায়। মাটির আর্দ্রতার উপর ভিত্তি করে খরিফ-1 এ 2-3 টি এবং রবি মৌসুমে 4-5 টি সেচ দিতে হয়। চাষ দিয়ে বা কোঁদাল দিয়ে কুপিয়ে তেজপাতার বাগানের আগাছা নিয়ন্ত্রণ করতে হবে।,সাধারণতঃ বছরে 2 (দুই) বার পাতা সংগ্রহ করা হয়। গাছ হতে তেজপাতা সংগ্রহের সময় লক্ষ্য রাখতে হবে যেন গাছের ছোট ছোট ডাল না ভেঙ্গে যায়। আবহাওয়া অনুক‚ল ও পরিমিত পরিচর্যা করলে 7-8 বছরের একটি গাছ হতে বছরে প্রায় 30.00- 34.23 কেজি উৎপাদন হবে ।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,plum (alubokhara),আলুবোখারা,449,1 Apr-30 Oct,04-01,10-30,,,75.0,60.0,,,,,,,,1.0,1.0,,,,,,15,সমতল ভূমিতে আলুবোখারা চারা সাধারণত বর্গাকার বা ষড়ভুজী প্রণালীতে লাগানো যেতে পারে। কিন্তু উঁচু নিচু পাহাড়ে কন্টুর রোপণ প্রণালী অনুসরণ করতে হবে। এপ্রিল থেকে অক্টোবর মাস পর্যন্ত আলুবোখারা চারা রোপণ করা যায়।,,,"চারা রোপণের প্রথমদিকে প্রয়োজনমতো সেচ দেয়া দরকার। খরা বা শুকানো মৌসুমে পানি সেচ দিলে ফল ঝরা কমে, ফলন বৃদ্ধি পায় এবং ফলের আকার ও অন্যান্য গুণাগুণ ভাল হয়।",আলুবোখারার ফল নন-ক্লাইমেক্টরিক হওয়ায় গাছ থেকেই ভালভাবে পাকার পর তা সংগ্রহ করতে হয়। আলুবোখারার ফল ভালভাবে পেকে গাঢ় লাল বা হালকা খয়েরী রং ধারণ করলে এবং ফল নরম হলেই সংগ্রহ করা উচিৎ। হালকা লাল বা হলুদ আবস্থায় সংগ্রহ করা হলে তা অত্যন্ত টক বা হালকা তেতো স্বাদেরও হতে পারে। বারি আলুবোখারা -1 এর বা এ জাতের প্রতি পূর্ণবয়স্ক (10-20 বছর) গাছে দেড় থেকে তিন হাজার পর্যন্ত ফল পাওয়া যেতে পারে। হেক্টরপ্রতি 7 থেকে 10 টন ফ্রেশ পাকা ফল পাওয়া যেতে পারে।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,aromatic ginger (Kaempferia),একাঙ্গী,451,1 Apr-14 May,04-01,05-14,,,,20.0,260.0,230.0,190.0,110.0,3.0,,5.0,,,,,1 Jan-28 Feb,12.0,15.0,24,এপ্রিলের 1ম সপ্তাহ থেকে মে মাসের 2য় সপ্তাহ পর্যন্ত একাঙ্গী লাগানোর উপযুক্ত সময়। বিলম্বে রোপণ করলে গাছের বৃদ্ধি ও ফলন কম হয়।,,,,"সাধারণত জানুয়ারি - ফেব্রুয়ারি মাসে একাঙ্গীর উঠানো হয়। একাঙ্গী রোপণের 9-10 মাস পর গাছের পাতা যখন হলুদ রং ধারণ করে শুকিয়ে যায় তখনই একাঙ্গী সংগ্রহের উপর্যুক্ত সময় হিসাবে বিবেচনা করা হয়। সংগ্রহের পরে একাঙ্গীতে লেগে থাকা মাটি, শিকড়, গাছের কাণ্ড ও পাতা পরিষ্কার করতে হবে।",,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
spice,chives,চিভ,454,1 Apr-30 May,04-01,05-30,,,300.0,150.0,140.0,200.0,90.0,50.0,,,5.0,1.0,1.0,65.0,70.0,,10.0,12.0,17,বাংলাদেশে সারা বছর চিভ চাষ করা সম্ভব। তবে চিভ লাগানোর উপযোগী সময় এপ্রিল-মে মাস পর্যন্ত,"প্রতি হেক্টরে 2,00,000-3,00,000 চারা/ক্লাম্প ডিভিশন (Clump division) লাগে। প্রতিটি চারা 20-25 সেন্টিমিটার দূরত্বে 15-20 সেন্টিমিটার পরপর লাগাতে হবে।",,,চারা লাগানোর 65-70 দিন পর থেকে ফসল সংগ্রহ করা যায়। গাছের গোড়া থেকে 2-3 ইঞ্চি উপরে পাতা কেটে অথবা পুরো গাছ উঠিয়ে ফসল সংগ্রহ করা যায়। ফসল সংগ্রহের পর বাজারজাতকরণের জন্য পাতা/গাছ ভাল ভাবে পরিষ্কার পানিতে ধুয়ে নিতে হবে এবং গাছের শিকড় কেটে ফেলতে হবে। বছরে 5-6 বার ফসল সংগ্রহ করা যায়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
